"id";"ship";"imo";"updated";"lat";"long";"sog";"cog";"hdg";"depPort";"arrPort";"etdSchedule";"etd";"atd";"etaSchedule";"eta";"ata";"travel_time_hours";"departure_delay_hours";"arrival_delay_hours";"departed_on_time";"arrived_on_time";"has_complete_voyage"
4228;Megastar;9773064;"2018-04-05 20:09";59.8618;24.8181;21.7;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:23";698.08;-44.18;-0.02;on time;on time;complete
4229;Star;9364722;"2018-04-05 20:09";59.7108;24.7899;24.3;34;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:23";698.03;-44.06;-0.03;on time;on time;complete
4230;Megastar;9773064;"2018-04-05 20:09";59.8613;24.8176;21.7;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.14;-44.18;0.05;on time;late arrival;complete
4231;Star;9364722;"2018-04-05 20:10";59.717;24.7968;23.7;28;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:27";698.1;-44.06;0.03;on time;late arrival;complete
4232;Star;9364722;"2018-04-05 20:11";59.7231;24.8035;24.0;32;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:37";698.26;-44.06;0.2;on time;late arrival;complete
4233;Megastar;9773064;"2018-04-05 20:12";59.8464;24.806;21.5;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:20";698.03;-44.18;-0.07;on time;on time;complete
4234;Star;9364722;"2018-04-05 20:12";59.729;24.8102;23.4;27;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:29";698.13;-44.06;0.07;on time;late arrival;complete
4235;Megastar;9773064;"2018-04-05 20:13";59.8396;24.8007;21.6;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:31";698.21;-44.18;0.12;on time;late arrival;complete
4236;Star;9364722;"2018-04-05 20:13";59.7348;24.8165;23.2;29;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:29";698.13;-44.06;0.07;on time;late arrival;complete
4237;Megastar;9773064;"2018-04-05 20:14";59.8341;24.7965;21.5;201;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:35";698.28;-44.18;0.18;on time;late arrival;complete
4238;Star;9364722;"2018-04-05 20:14";59.7411;24.8235;23.2;30;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:26";698.08;-44.06;0.02;on time;late arrival;complete
4239;Megastar;9773064;"2018-04-05 20:15";59.829;24.7925;21.5;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:34";698.26;-44.18;0.17;on time;late arrival;complete
4240;Star;9364722;"2018-04-05 20:15";59.747;24.83;23.3;29;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:27";698.1;-44.06;0.03;on time;late arrival;complete
4241;Megastar;9773064;"2018-04-05 20:16";59.8241;24.7886;21.6;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:23";698.08;-44.18;-0.02;on time;on time;complete
4242;Star;9364722;"2018-04-05 20:16";59.751;24.8345;23.3;31;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:28";698.11;-44.06;0.05;on time;late arrival;complete
4243;Megastar;9773064;"2018-04-05 20:17";59.8191;24.7847;21.5;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:30";698.19;-44.18;0.1;on time;late arrival;complete
4244;Star;9364722;"2018-04-05 20:17";59.7568;24.8408;23.1;17;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:27";698.1;-44.06;0.03;on time;late arrival;complete
4245;Megastar;9773064;"2018-04-05 20:17";59.8146;24.7813;21.6;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.14;-44.18;0.05;on time;late arrival;complete
4246;Star;9364722;"2018-04-05 20:17";59.7608;24.8453;22.0;34;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:27";698.1;-44.06;0.03;on time;late arrival;complete
4247;Megastar;9773064;"2018-04-05 20:19";59.8074;24.7757;21.6;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:26";698.13;-44.18;0.03;on time;late arrival;complete
4248;Star;9364722;"2018-04-05 20:19";59.7682;24.8536;23.0;30;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:24";698.05;-44.06;-0.02;on time;on time;complete
4249;Megastar;9773064;"2018-04-05 20:19";59.803;24.7723;21.6;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:30";698.19;-44.18;0.1;on time;late arrival;complete
4250;Star;9364722;"2018-04-05 20:19";59.7731;24.8591;23.1;29;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:27";698.1;-44.06;0.03;on time;late arrival;complete
4251;Megastar;9773064;"2018-04-05 20:21";59.7957;24.7664;21.7;202;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:32";698.23;-44.18;0.13;on time;late arrival;complete
4252;Star;9364722;"2018-04-05 20:20";59.7782;24.8647;23.2;31;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:26";698.08;-44.06;0.02;on time;late arrival;complete
4253;Megastar;9773064;"2018-04-05 20:22";59.7912;24.7629;21.6;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:30";698.19;-44.18;0.1;on time;late arrival;complete
4254;Star;9364722;"2018-04-05 20:22";59.7846;24.872;23.0;31;30;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:26";698.08;-44.06;0.02;on time;late arrival;complete
4255;Megastar;9773064;"2018-04-05 20:22";59.7873;24.76;21.7;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:28";698.16;-44.18;0.07;on time;late arrival;complete
4256;Star;9364722;"2018-04-05 20:23";59.7915;24.8794;23.3;24;24;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.1;-44.06;0.05;on time;late arrival;complete
4257;Megastar;9773064;"2018-04-05 20:23";59.7823;24.7561;21.6;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:24";698.09;-44.18;0.0;on time;on time;complete
4258;Star;9364722;"2018-04-05 20:23";59.7937;24.8812;23.2;21;21;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.1;-44.06;0.05;on time;late arrival;complete
4259;Megastar;9773064;"2018-04-05 20:24";59.7772;24.7521;21.7;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:32";698.23;-44.18;0.13;on time;late arrival;complete
4260;Star;9364722;"2018-04-05 20:24";59.8007;24.8854;22.9;14;11;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:24";698.05;-44.06;0.0;on time;on time;complete
4261;Megastar;9773064;"2018-04-05 20:25";59.7716;24.7478;21.8;202;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:31";698.21;-44.18;0.12;on time;late arrival;complete
4262;Star;9364722;"2018-04-05 20:25";59.806;24.887;23.1;3;5;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:28";698.11;-44.06;0.07;on time;late arrival;complete
4263;Megastar;9773064;"2018-04-05 20:26";59.766;24.7433;21.8;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.14;-44.18;0.05;on time;late arrival;complete
4264;Star;9364722;"2018-04-05 20:27";59.8174;24.887;22.6;2;359;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 22:21";699.0;-44.06;0.95;on time;late arrival;complete
4265;Megastar;9773064;"2018-04-05 20:27";59.7609;24.7393;21.8;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:25";698.11;-44.18;0.02;on time;late arrival;complete
4266;Star;9364722;"2018-04-05 20:27";59.8206;24.8869;21.9;357;359;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:24";698.05;-44.06;0.0;on time;on time;complete
4267;Megastar;9773064;"2018-04-05 20:28";59.7548;24.7344;21.8;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.14;-44.18;0.05;on time;late arrival;complete
4268;Star;9364722;"2018-04-05 20:29";59.8307;24.8869;22.7;1;359;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 22:25";699.06;-44.06;1.02;on time;late arrival;complete
4269;Megastar;9773064;"2018-04-05 20:29";59.7486;24.7297;21.9;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:25";698.11;-44.18;0.02;on time;late arrival;complete
4270;Star;9364722;"2018-04-05 20:30";59.8377;24.887;23.1;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:24";698.05;-44.06;0.0;on time;on time;complete
4271;Megastar;9773064;"2018-04-05 20:30";59.7457;24.7275;21.8;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:35";698.28;-44.18;0.17;on time;late arrival;complete
4272;Star;9364722;"2018-04-05 20:30";59.8405;24.887;22.7;3;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:24";698.05;-44.06;0.0;on time;on time;complete
4273;Megastar;9773064;"2018-04-05 20:30";59.7423;24.7249;21.9;201;203;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:31";698.21;-44.18;0.1;on time;late arrival;complete
4274;Star;9364722;"2018-04-05 20:31";59.8472;24.8872;22.7;3;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:32";698.18;-44.06;0.13;on time;late arrival;complete
4275;Megastar;9773064;"2018-04-05 20:31";59.7378;24.7214;22.0;201;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.14;-44.18;0.05;on time;late arrival;complete
4276;Star;9364722;"2018-04-05 20:32";59.8538;24.8874;22.6;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:21";698.0;-44.06;-0.05;on time;on time;complete
4277;Megastar;9773064;"2018-04-05 20:32";59.731;24.716;21.9;202;204;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:32";698.23;-44.18;0.12;on time;late arrival;complete
4278;Star;9364722;"2018-04-05 20:34";59.8605;24.8877;22.4;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:30";698.15;-44.06;0.1;on time;late arrival;complete
4279;Megastar;9773064;"2018-04-05 20:35";59.7165;24.7069;22.0;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:40";698.36;-44.18;0.27;on time;late arrival;complete
4280;Star;9364722;"2018-04-05 20:34";59.8644;24.8878;22.5;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:22";698.01;-44.06;-0.03;on time;on time;complete
4281;Megastar;9773064;"2018-04-05 20:36";59.7105;24.7044;22.1;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:33";698.24;-44.18;0.17;on time;late arrival;complete
4282;Star;9364722;"2018-04-05 20:36";59.8738;24.8882;22.4;4;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:34";698.21;-44.06;0.17;on time;late arrival;complete
4283;Megastar;9773064;"2018-04-05 20:37";59.7034;24.7013;22.1;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:28";698.16;-44.18;0.08;on time;late arrival;complete
4284;Star;9364722;"2018-04-05 20:37";59.8805;24.8885;22.8;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:18";697.95;-44.06;-0.1;on time;on time;complete
4285;Megastar;9773064;"2018-04-05 20:37";59.6998;24.6999;22.2;192;193;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:31";698.21;-44.18;0.13;on time;late arrival;complete
4286;Star;9364722;"2018-04-05 20:37";59.8852;24.8887;22.8;3;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:26";698.08;-44.06;0.03;on time;late arrival;complete
4287;Star;9364722;"2018-04-05 20:39";59.8938;24.8889;22.6;360;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 22:27";699.1;-44.06;1.05;on time;late arrival;complete
4288;Megastar;9773064;"2018-04-05 20:40";59.6866;24.6942;22.2;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:31";698.21;-44.18;0.13;on time;late arrival;complete
4289;Star;9364722;"2018-04-05 20:40";59.9004;24.889;22.9;2;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:26";698.08;-44.06;0.03;on time;late arrival;complete
4290;Megastar;9773064;"2018-04-05 20:40";59.6842;24.6932;22.0;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:27";698.14;-44.18;0.07;on time;late arrival;complete
4291;Star;9364722;"2018-04-05 20:41";59.907;24.8892;22.8;2;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:25";698.06;-44.06;0.02;on time;late arrival;complete
4292;Megastar;9773064;"2018-04-05 20:40";59.6831;24.6927;22.0;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:25";698.11;-44.18;0.03;on time;late arrival;complete
4293;Star;9364722;"2018-04-05 20:42";59.9136;24.8892;22.6;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:30";698.15;-44.06;0.1;on time;late arrival;complete
4294;Megastar;9773064;"2018-04-05 20:43";59.6681;24.6865;22.1;193;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:26";698.13;-44.18;0.05;on time;late arrival;complete
4295;Star;9364722;"2018-04-05 20:43";59.9203;24.8893;22.6;3;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.1;-44.06;0.05;on time;late arrival;complete
4296;Megastar;9773064;"2018-04-05 20:44";59.6633;24.6845;22.1;192;194;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:28";698.16;-44.18;0.07;on time;late arrival;complete
4297;Star;9364722;"2018-04-05 20:44";59.925;24.8894;22.6;3;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:31";698.16;-44.06;0.12;on time;late arrival;complete
4298;Star;9364722;"2018-04-05 20:45";59.9335;24.8895;22.7;2;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:29";698.13;-44.06;0.08;on time;late arrival;complete
4299;Megastar;9773064;"2018-04-05 20:46";59.65;24.679;22.2;192;193;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:32";698.23;-44.18;0.13;on time;late arrival;complete
4300;Star;9364722;"2018-04-05 20:46";59.9382;24.8896;22.7;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:28";698.11;-44.06;0.07;on time;late arrival;complete
4301;Megastar;9773064;"2018-04-05 20:47";59.644;24.6765;22.3;192;193;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.14;-44.18;0.05;on time;late arrival;complete
4302;Star;9364722;"2018-04-05 20:47";59.9447;24.8898;22.5;3;2;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:26";698.08;-44.06;0.03;on time;late arrival;complete
4303;Megastar;9773064;"2018-04-05 20:48";59.6392;24.6744;22.1;192;193;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:20";698.03;-44.18;-0.07;on time;on time;complete
4304;Star;9364722;"2018-04-05 20:48";59.9513;24.8905;22.6;7;5;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:29";698.13;-44.06;0.08;on time;late arrival;complete
4305;Megastar;9773064;"2018-04-05 20:49";59.6338;24.6722;22.2;192;193;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:33";698.24;-44.18;0.15;on time;late arrival;complete
4306;Star;9364722;"2018-04-05 20:49";59.9582;24.892;22.5;8;7;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:26";698.08;-44.06;0.03;on time;late arrival;complete
4307;Megastar;9773064;"2018-04-05 20:50";59.626;24.6689;22.2;192;193;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:30";698.19;-44.18;0.1;on time;late arrival;complete
4308;Star;9364722;"2018-04-05 20:49";59.9607;24.8927;22.5;9;7;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:22";698.01;-44.06;-0.03;on time;on time;complete
4309;Star;9364722;"2018-04-05 20:50";59.9677;24.8945;22.6;9;7;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.1;-44.06;0.05;on time;late arrival;complete
4310;Megastar;9773064;"2018-04-05 20:52";59.6133;24.6658;22.1;180;181;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:28";698.16;-44.18;0.07;on time;late arrival;complete
4311;Star;9364722;"2018-04-05 20:52";59.9795;24.8976;22.4;7;6;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:23";698.03;-44.06;-0.02;on time;on time;complete
4312;Megastar;9773064;"2018-04-05 20:53";59.6095;24.6661;22.1;175;176;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:20";698.03;-44.18;-0.05;on time;on time;complete
4313;Star;9364722;"2018-04-05 20:53";59.9822;24.8982;22.5;8;6;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:25";698.06;-44.06;0.02;on time;late arrival;complete
4314;Megastar;9773064;"2018-04-05 20:53";59.6041;24.6675;22.2;170;172;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:28";698.16;-44.18;0.08;on time;late arrival;complete
4315;Star;9364722;"2018-04-05 20:54";59.9885;24.8995;22.6;7;5;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:27";698.1;-44.06;0.05;on time;late arrival;complete
4316;Megastar;9773064;"2018-04-05 20:54";59.5998;24.6693;22.2;166;167;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:27";698.14;-44.18;0.07;on time;late arrival;complete
4317;Star;9364722;"2018-04-05 20:55";59.9961;24.9008;22.6;5;3;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:30";698.15;-44.06;0.12;on time;late arrival;complete
4318;Megastar;9773064;"2018-04-05 20:55";59.5934;24.6734;22.2;160;161;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:31";698.21;-44.18;0.13;on time;late arrival;complete
4319;Star;9364722;"2018-04-05 20:55";60.0005;24.9013;22.5;6;3;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:26";698.08;-44.06;0.05;on time;late arrival;complete
